"sample","Salt","RH","mol","RH_cryst"
"BS-05","epsomite",44.5,0.01639574,83.1
"BS-05","epsomite",44,0.01639574,83.1
"BS-05","epsomite",43.5,0.01639574,83.1
"BS-05","epsomite",43,0.01639574,83.1
"BS-05","epsomite",42.5,0.01639574,83.1
"BS-05","epsomite",42,0.01639574,83.1
"BS-05","epsomite",41.5,0.01639574,83.1
"BS-05","epsomite",41,0.01639574,83.1
"BS-05","epsomite",40.5,0.01639574,83.1
"BS-05","epsomite",40,0.01639574,83.1
"BS-05","epsomite",39.5,0.01639574,83.1
"BS-05","epsomite",39,0.01639574,83.1
"BS-05","epsomite",38.5,0.01639574,83.1
"BS-05","epsomite",38,0.01639574,83.1
"BS-05","epsomite",37.5,0.01639574,83.1
"BS-05","epsomite",37,0.01639574,83.1
"BS-05","epsomite",36.5,0.01639574,83.1
"BS-05","epsomite",36,0.01639574,83.1
"BS-05","epsomite",35.5,0.01639574,83.1
"BS-05","epsomite",35,0.01639574,83.1
"BS-05","epsomite",34.5,0.01639574,83.1
"BS-05","epsomite",34,0.01639574,83.1
"BS-05","epsomite",33.5,0.01639574,83.1
"BS-05","epsomite",33,0.01639574,83.1
"BS-05","epsomite",32.5,0.01639574,83.1
"BS-05","epsomite",32,0.01639574,83.1
"BS-05","epsomite",31.5,0.01639574,83.1
"BS-05","epsomite",31,0.01639574,83.1
"BS-05","epsomite",30.5,0.01639574,83.1
"BS-05","epsomite",30,0.01639574,83.1
"BS-05","epsomite",29.5,0.01639574,83.1
"BS-05","epsomite",29,0.01639574,83.1
"BS-05","epsomite",28.5,0.01639574,83.1
"BS-05","epsomite",28,0.01639574,83.1
"BS-05","epsomite",27.5,0.01639574,83.1
"BS-05","epsomite",27,0.01639574,83.1
"BS-05","epsomite",26.5,0.01639574,83.1
"BS-05","epsomite",26,0.01639574,83.1
"BS-05","epsomite",25.5,0.01639574,83.1
"BS-05","epsomite",25,0.01639574,83.1
"BS-05","epsomite",24.5,0.01639574,83.1
"BS-05","epsomite",24,0.01639574,83.1
"BS-05","epsomite",23.5,0.01639574,83.1
"BS-05","epsomite",23,0.01639574,83.1
"BS-05","epsomite",22.5,0.01639574,83.1
"BS-05","epsomite",22,0.01639574,83.1
"BS-05","epsomite",21.5,0.01639574,83.1
"BS-05","epsomite",21,0.01639574,83.1
"BS-05","epsomite",20.5,0.01639574,83.1
"BS-05","epsomite",20,0.01639574,83.1
"BS-05","epsomite",19.5,0.01639574,83.1
"BS-05","epsomite",19,0.01639574,83.1
"BS-05","epsomite",18.5,0.01639574,83.1
"BS-05","epsomite",18,0.01639574,83.1
"BS-05","epsomite",17.5,0.01639574,83.1
"BS-05","epsomite",17,0.01639574,83.1
"BS-05","epsomite",16.5,0.01639574,83.1
"BS-05","epsomite",16,0.01639574,83.1
"BS-05","epsomite",15.5,0.01639574,83.1
"BS-05","epsomite",15,0.01639574,83.1
"BS-05","halite",98,0,64.3
"BS-05","halite",97.5,0,64.3
"BS-05","halite",97,0,64.3
"BS-05","halite",96.5,0,64.3
"BS-05","halite",96,0,64.3
"BS-05","halite",95.5,0,64.3
"BS-05","halite",95,0,64.3
"BS-05","halite",94.5,0,64.3
"BS-05","halite",94,0,64.3
"BS-05","halite",93.5,0,64.3
"BS-05","halite",93,0,64.3
"BS-05","halite",92.5,0,64.3
"BS-05","halite",92,0,64.3
"BS-05","halite",91.5,0,64.3
"BS-05","halite",91,0,64.3
"BS-05","halite",90.5,0,64.3
"BS-05","halite",90,0,64.3
"BS-05","halite",89.5,0,64.3
"BS-05","halite",89,0,64.3
"BS-05","halite",88.5,0,64.3
"BS-05","halite",88,0,64.3
"BS-05","halite",87.5,0,64.3
"BS-05","halite",87,0,64.3
"BS-05","halite",86.5,0,64.3
"BS-05","halite",86,0,64.3
"BS-05","halite",85.5,0,64.3
"BS-05","halite",85,0,64.3
"BS-05","halite",84.5,0,64.3
"BS-05","halite",84,0,64.3
"BS-05","halite",83.5,0,64.3
"BS-05","halite",83,0,64.3
"BS-05","halite",82.5,0,64.3
"BS-05","halite",82,0,64.3
"BS-05","halite",81.5,0,64.3
"BS-05","halite",81,0,64.3
"BS-05","halite",80.5,0,64.3
"BS-05","halite",80,0,64.3
"BS-05","halite",79.5,1e-08,64.3
"BS-05","halite",79,1e-08,64.3
"BS-05","halite",78.5,2e-08,64.3
"BS-05","halite",78,4e-08,64.3
"BS-05","halite",77.5,6e-08,64.3
"BS-05","halite",77,1.1e-07,64.3
"BS-05","halite",76.5,1.9e-07,64.3
"BS-05","halite",76,3.3e-07,64.3
"BS-05","halite",75.5,5.7e-07,64.3
"BS-05","halite",75,9.9e-07,64.3
"BS-05","halite",74.5,1.72e-06,64.3
"BS-05","halite",74,3e-06,64.3
"BS-05","halite",73.5,5.23e-06,64.3
"BS-05","halite",73,9.12e-06,64.3
"BS-05","halite",72.5,1.59e-05,64.3
"BS-05","halite",72,2.77e-05,64.3
"BS-05","halite",71.5,4.828e-05,64.3
"BS-05","halite",71,8.412e-05,64.3
"BS-05","halite",70.5,0.00014655,64.3
"BS-05","halite",70,0.00025524,64.3
"BS-05","halite",69.5,0.00044427,64.3
"BS-05","halite",69,0.00077255,64.3
"BS-05","halite",68.5,0.00134113,64.3
"BS-05","halite",68,0.0023214,64.3
"BS-05","halite",67.5,0.0039981,64.3
"BS-05","halite",67,0.00682746,64.3
"BS-05","halite",66.5,0.01149465,64.3
"BS-05","halite",66,0.01891228,64.3
"BS-05","halite",65.5,0.03003141,64.3
"BS-05","halite",65,0.04531866,64.3
"BS-05","halite",64.5,0.06401524,64.3
"BS-05","halite",64,0.08386716,64.3
"BS-05","halite",63.5,0.10201924,64.3
"BS-05","halite",63,0.11648457,64.3
"BS-05","halite",62.5,0.12680008,64.3
"BS-05","halite",62,0.13358765,64.3
"BS-05","halite",61.5,0.13782051,64.3
"BS-05","halite",61,0.14037247,64.3
"BS-05","halite",60.5,0.1418798,64.3
"BS-05","halite",60,0.14275933,64.3
"BS-05","halite",59.5,0.14326891,64.3
"BS-05","halite",59,0.14356293,64.3
"BS-05","halite",58.5,0.14373217,64.3
"BS-05","halite",58,0.14382945,64.3
"BS-05","halite",57.5,0.14388533,64.3
"BS-05","halite",57,0.1439174,64.3
"BS-05","halite",56.5,0.14393582,64.3
"BS-05","halite",56,0.14394638,64.3
"BS-05","halite",55.5,0.14395245,64.3
"BS-05","halite",55,0.14395592,64.3
"BS-05","halite",54.5,0.14395792,64.3
"BS-05","halite",54,0.14395907,64.3
"BS-05","halite",53.5,0.14395972,64.3
"BS-05","halite",53,0.1439601,64.3
"BS-05","halite",52.5,0.14396032,64.3
"BS-05","halite",52,0.14396044,64.3
"BS-05","halite",51.5,0.14396051,64.3
"BS-05","halite",51,0.14396055,64.3
"BS-05","halite",50.5,0.14396058,64.3
"BS-05","halite",50,0.14396059,64.3
"BS-05","halite",49.5,0.1439606,64.3
"BS-05","halite",49,0.1439606,64.3
"BS-05","halite",48.5,0.1439606,64.3
"BS-05","halite",48,0.1439606,64.3
"BS-05","halite",47.5,0.14396061,64.3
"BS-05","halite",47,0.14396061,64.3
"BS-05","halite",46.5,0.14396061,64.3
"BS-05","halite",46,0.14396061,64.3
"BS-05","halite",45.5,0.14396061,64.3
"BS-05","halite",45,0.14396061,64.3
"BS-05","halite",44.5,0.14396061,64.3
"BS-05","halite",44,0.14396061,64.3
"BS-05","halite",43.5,0.14396061,64.3
"BS-05","halite",43,0.14396061,64.3
"BS-05","halite",42.5,0.14396061,64.3
"BS-05","halite",42,0.14396061,64.3
"BS-05","halite",41.5,0.14396061,64.3
"BS-05","halite",41,0.14396061,64.3
"BS-05","halite",40.5,0.14396061,64.3
"BS-05","halite",40,0.14396061,64.3
"BS-05","halite",39.5,0.14396061,64.3
"BS-05","halite",39,0.14396061,64.3
"BS-05","halite",38.5,0.14396061,64.3
"BS-05","halite",38,0.14396061,64.3
"BS-05","halite",37.5,0.14396061,64.3
"BS-05","halite",37,0.14396061,64.3
"BS-05","halite",36.5,0.14396061,64.3
"BS-05","halite",36,0.14396061,64.3
"BS-05","halite",35.5,0.14396061,64.3
"BS-05","halite",35,0.14396061,64.3
"BS-05","halite",34.5,0.14396061,64.3
"BS-05","halite",34,0.14396061,64.3
"BS-05","halite",33.5,0.14396061,64.3
"BS-05","halite",33,0.14396061,64.3
"BS-05","halite",32.5,0.14396061,64.3
"BS-05","halite",32,0.14396061,64.3
"BS-05","halite",31.5,0.14396061,64.3
"BS-05","halite",31,0.14396061,64.3
"BS-05","halite",30.5,0.14396061,64.3
"BS-05","halite",30,0.14396061,64.3
"BS-05","halite",29.5,0.14396061,64.3
"BS-05","halite",29,0.14396061,64.3
"BS-05","halite",28.5,0.14396061,64.3
"BS-05","halite",28,0.14396061,64.3
"BS-05","halite",27.5,0.14396061,64.3
"BS-05","halite",27,0.14396061,64.3
"BS-05","halite",26.5,0.14396061,64.3
"BS-05","halite",26,0.14396061,64.3
"BS-05","halite",25.5,0.14396061,64.3
"BS-05","halite",25,0.14396061,64.3
"BS-05","halite",24.5,0.14396061,64.3
"BS-05","halite",24,0.14396061,64.3
"BS-05","halite",23.5,0.14396061,64.3
"BS-05","halite",23,0.14396061,64.3
"BS-05","halite",22.5,0.14396061,64.3
"BS-05","halite",22,0.14396061,64.3
"BS-05","halite",21.5,0.14396061,64.3
"BS-05","halite",21,0.14396061,64.3
"BS-05","halite",20.5,0.14396061,64.3
"BS-05","halite",20,0.14396061,64.3
"BS-05","halite",19.5,0.14396061,64.3
"BS-05","halite",19,0.14396061,64.3
"BS-05","halite",18.5,0.14396061,64.3
"BS-05","halite",18,0.14396061,64.3
"BS-05","halite",17.5,0.14396061,64.3
"BS-05","halite",17,0.14396061,64.3
"BS-05","halite",16.5,0.14396061,64.3
"BS-05","halite",16,0.14396061,64.3
"BS-05","halite",15.5,0.14396061,64.3
"BS-05","halite",15,0.14396061,64.3
"BS-05","nitratine",98,0,59.3
"BS-05","nitratine",97.5,0,59.3
"BS-05","nitratine",97,0,59.3
"BS-05","nitratine",96.5,0,59.3
"BS-05","nitratine",96,0,59.3
"BS-05","nitratine",95.5,0,59.3
"BS-05","nitratine",95,0,59.3
"BS-05","nitratine",94.5,0,59.3
"BS-05","nitratine",94,0,59.3
"BS-05","nitratine",93.5,0,59.3
"BS-05","nitratine",93,0,59.3
"BS-05","nitratine",92.5,0,59.3
"BS-05","nitratine",92,0,59.3
"BS-05","nitratine",91.5,0,59.3
"BS-05","nitratine",91,0,59.3
"BS-05","nitratine",90.5,0,59.3
"BS-05","nitratine",90,0,59.3
"BS-05","nitratine",89.5,0,59.3
"BS-05","nitratine",89,0,59.3
"BS-05","nitratine",88.5,0,59.3
"BS-05","nitratine",88,0,59.3
"BS-05","nitratine",87.5,0,59.3
"BS-05","nitratine",87,0,59.3
"BS-05","nitratine",86.5,0,59.3
"BS-05","nitratine",86,0,59.3
"BS-05","nitratine",85.5,0,59.3
"BS-05","nitratine",85,0,59.3
"BS-05","nitratine",84.5,0,59.3
"BS-05","nitratine",84,0,59.3
"BS-05","nitratine",83.5,0,59.3
"BS-05","nitratine",83,0,59.3
"BS-05","nitratine",82.5,0,59.3
"BS-05","nitratine",82,0,59.3
"BS-05","nitratine",81.5,0,59.3
"BS-05","nitratine",81,0,59.3
"BS-05","nitratine",80.5,0,59.3
"BS-05","nitratine",80,0,59.3
"BS-05","nitratine",79.5,0,59.3
"BS-05","nitratine",79,0,59.3
"BS-05","nitratine",78.5,0,59.3
"BS-05","nitratine",78,0,59.3
"BS-05","nitratine",77.5,0,59.3
"BS-05","nitratine",77,0,59.3
"BS-05","nitratine",76.5,0,59.3
"BS-05","nitratine",76,0,59.3
"BS-05","nitratine",75.5,0,59.3
"BS-05","nitratine",75,0,59.3
"BS-05","nitratine",74.5,0,59.3
"BS-05","nitratine",74,0,59.3
"BS-05","nitratine",73.5,1e-08,59.3
"BS-05","nitratine",73,1e-08,59.3
"BS-05","nitratine",72.5,2e-08,59.3
"BS-05","nitratine",72,4e-08,59.3
"BS-05","nitratine",71.5,6e-08,59.3
"BS-05","nitratine",71,1.1e-07,59.3
"BS-05","nitratine",70.5,1.9e-07,59.3
"BS-05","nitratine",70,3.3e-07,59.3
"BS-05","nitratine",69.5,5.8e-07,59.3
"BS-05","nitratine",69,1e-06,59.3
"BS-05","nitratine",68.5,1.75e-06,59.3
"BS-05","nitratine",68,3.05e-06,59.3
"BS-05","nitratine",67.5,5.32e-06,59.3
"BS-05","nitratine",67,9.27e-06,59.3
"BS-05","nitratine",66.5,1.615e-05,59.3
"BS-05","nitratine",66,2.814e-05,59.3
"BS-05","nitratine",65.5,4.902e-05,59.3
"BS-05","nitratine",65,8.538e-05,59.3
"BS-05","nitratine",64.5,0.00014861,59.3
"BS-05","nitratine",64,0.00025843,59.3
"BS-05","nitratine",63.5,0.00044863,59.3
"BS-05","nitratine",63,0.00077655,59.3
"BS-05","nitratine",62.5,0.00133743,59.3
"BS-05","nitratine",62,0.0022839,59.3
"BS-05","nitratine",61.5,0.00384515,59.3
"BS-05","nitratine",61,0.00632647,59.3
"BS-05","nitratine",60.5,0.010046,59.3
"BS-05","nitratine",60,0.01515983,59.3
"BS-05","nitratine",59.5,0.02141415,59.3
"BS-05","nitratine",59,0.02805494,59.3
"BS-05","nitratine",58.5,0.0341271,59.3
"BS-05","nitratine",58,0.03896599,59.3
"BS-05","nitratine",57.5,0.0424167,59.3
"BS-05","nitratine",57,0.04468725,59.3
"BS-05","nitratine",56.5,0.04610321,59.3
"BS-05","nitratine",56,0.04695689,59.3
"BS-05","nitratine",55.5,0.04746111,59.3
"BS-05","nitratine",55,0.04775533,59.3
"BS-05","nitratine",54.5,0.04792579,59.3
"BS-05","nitratine",54,0.04802415,59.3
"BS-05","nitratine",53.5,0.04808076,59.3
"BS-05","nitratine",53,0.0481133,59.3
"BS-05","nitratine",52.5,0.04813199,59.3
"BS-05","nitratine",52,0.04814272,59.3
"BS-05","nitratine",51.5,0.04814888,59.3
"BS-05","nitratine",51,0.04815242,59.3
"BS-05","nitratine",50.5,0.04815445,59.3
"BS-05","nitratine",50,0.04815561,59.3
"BS-05","nitratine",49.5,0.04815628,59.3
"BS-05","nitratine",49,0.04815666,59.3
"BS-05","nitratine",48.5,0.04815688,59.3
"BS-05","nitratine",48,0.04815701,59.3
"BS-05","nitratine",47.5,0.04815708,59.3
"BS-05","nitratine",47,0.04815712,59.3
"BS-05","nitratine",46.5,0.04815714,59.3
"BS-05","nitratine",46,0.04815716,59.3
"BS-05","nitratine",45.5,0.04815717,59.3
"BS-05","nitratine",45,0.04815717,59.3
"BS-05","nitratine",44.5,0.04815717,59.3
"BS-05","nitratine",44,0.04815717,59.3
"BS-05","nitratine",43.5,0.04815717,59.3
"BS-05","nitratine",43,0.04815718,59.3
"BS-05","nitratine",42.5,0.04815718,59.3
"BS-05","nitratine",42,0.04815718,59.3
"BS-05","nitratine",41.5,0.04815718,59.3
"BS-05","nitratine",41,0.04815718,59.3
"BS-05","nitratine",40.5,0.04815718,59.3
"BS-05","nitratine",40,0.04815718,59.3
"BS-05","nitratine",39.5,0.04815718,59.3
"BS-05","nitratine",39,0.04815718,59.3
"BS-05","nitratine",38.5,0.04815718,59.3
"BS-05","nitratine",38,0.04815718,59.3
"BS-05","nitratine",37.5,0.04815718,59.3
"BS-05","nitratine",37,0.04815718,59.3
"BS-05","nitratine",36.5,0.04815718,59.3
"BS-05","nitratine",36,0.04815718,59.3
"BS-05","nitratine",35.5,0.04815718,59.3
"BS-05","nitratine",35,0.04815718,59.3
"BS-05","nitratine",34.5,0.04815718,59.3
"BS-05","nitratine",34,0.04815718,59.3
"BS-05","nitratine",33.5,0.04815718,59.3
"BS-05","nitratine",33,0.04815718,59.3
"BS-05","nitratine",32.5,0.04815718,59.3
"BS-05","nitratine",32,0.04815718,59.3
"BS-05","nitratine",31.5,0.04815718,59.3
"BS-05","nitratine",31,0.04815718,59.3
"BS-05","nitratine",30.5,0.04815718,59.3
"BS-05","nitratine",30,0.04815718,59.3
"BS-05","nitratine",29.5,0.04815718,59.3
"BS-05","nitratine",29,0.04815718,59.3
"BS-05","nitratine",28.5,0.04815718,59.3
"BS-05","nitratine",28,0.04815718,59.3
"BS-05","nitratine",27.5,0.04815718,59.3
"BS-05","nitratine",27,0.04815718,59.3
"BS-05","nitratine",26.5,0.04815718,59.3
"BS-05","nitratine",26,0.04815718,59.3
"BS-05","nitratine",25.5,0.04815718,59.3
"BS-05","nitratine",25,0.04815718,59.3
"BS-05","nitratine",24.5,0.04815718,59.3
"BS-05","nitratine",24,0.04815718,59.3
"BS-05","nitratine",23.5,0.04815718,59.3
"BS-05","nitratine",23,0.04815718,59.3
"BS-05","nitratine",22.5,0.04815718,59.3
"BS-05","nitratine",22,0.04815718,59.3
"BS-05","nitratine",21.5,0.04815718,59.3
"BS-05","nitratine",21,0.04815718,59.3
"BS-05","nitratine",20.5,0.04815718,59.3
"BS-05","nitratine",20,0.04815718,59.3
"BS-05","nitratine",19.5,0.04815718,59.3
"BS-05","nitratine",19,0.04815718,59.3
"BS-05","nitratine",18.5,0.04815718,59.3
"BS-05","nitratine",18,0.04815718,59.3
"BS-05","nitratine",17.5,0.04815718,59.3
"BS-05","nitratine",17,0.04815718,59.3
"BS-05","nitratine",16.5,0.04815718,59.3
"BS-05","nitratine",16,0.04815718,59.3
"BS-05","nitratine",15.5,0.04815718,59.3
"BS-05","nitratine",15,0.04815718,59.3
"BS-05","nitromagnesite",98,0,35.4
"BS-05","nitromagnesite",97.5,0,35.4
"BS-05","nitromagnesite",97,0,35.4
"BS-05","nitromagnesite",96.5,0,35.4
"BS-05","nitromagnesite",96,0,35.4
"BS-05","nitromagnesite",95.5,0,35.4
"BS-05","nitromagnesite",95,0,35.4
"BS-05","nitromagnesite",94.5,0,35.4
"BS-05","nitromagnesite",94,0,35.4
"BS-05","nitromagnesite",93.5,0,35.4
"BS-05","nitromagnesite",93,0,35.4
"BS-05","nitromagnesite",92.5,0,35.4
"BS-05","nitromagnesite",92,0,35.4
"BS-05","nitromagnesite",91.5,0,35.4
"BS-05","nitromagnesite",91,0,35.4
"BS-05","nitromagnesite",90.5,0,35.4
"BS-05","nitromagnesite",90,0,35.4
"BS-05","nitromagnesite",89.5,0,35.4
"BS-05","nitromagnesite",89,0,35.4
"BS-05","nitromagnesite",88.5,0,35.4
"BS-05","nitromagnesite",88,0,35.4
"BS-05","nitromagnesite",87.5,0,35.4
"BS-05","nitromagnesite",87,0,35.4
"BS-05","nitromagnesite",86.5,0,35.4
"BS-05","nitromagnesite",86,0,35.4
"BS-05","nitromagnesite",85.5,0,35.4
"BS-05","nitromagnesite",85,0,35.4
"BS-05","nitromagnesite",84.5,0,35.4
"BS-05","nitromagnesite",84,0,35.4
"BS-05","nitromagnesite",83.5,0,35.4
"BS-05","nitromagnesite",83,0,35.4
"BS-05","nitromagnesite",82.5,0,35.4
"BS-05","nitromagnesite",82,0,35.4
"BS-05","nitromagnesite",81.5,0,35.4
"BS-05","nitromagnesite",81,0,35.4
"BS-05","nitromagnesite",80.5,0,35.4
"BS-05","nitromagnesite",80,0,35.4
"BS-05","nitromagnesite",79.5,0,35.4
"BS-05","nitromagnesite",79,0,35.4
"BS-05","nitromagnesite",78.5,0,35.4
"BS-05","nitromagnesite",78,0,35.4
"BS-05","nitromagnesite",77.5,0,35.4
"BS-05","nitromagnesite",77,0,35.4
"BS-05","nitromagnesite",76.5,0,35.4
"BS-05","nitromagnesite",76,0,35.4
"BS-05","nitromagnesite",75.5,0,35.4
"BS-05","nitromagnesite",75,0,35.4
"BS-05","nitromagnesite",74.5,0,35.4
"BS-05","nitromagnesite",74,0,35.4
"BS-05","nitromagnesite",73.5,0,35.4
"BS-05","nitromagnesite",73,0,35.4
"BS-05","nitromagnesite",72.5,0,35.4
"BS-05","nitromagnesite",72,0,35.4
"BS-05","nitromagnesite",71.5,0,35.4
"BS-05","nitromagnesite",71,0,35.4
"BS-05","nitromagnesite",70.5,0,35.4
"BS-05","nitromagnesite",70,0,35.4
"BS-05","nitromagnesite",69.5,0,35.4
"BS-05","nitromagnesite",69,0,35.4
"BS-05","nitromagnesite",68.5,0,35.4
"BS-05","nitromagnesite",68,0,35.4
"BS-05","nitromagnesite",67.5,0,35.4
"BS-05","nitromagnesite",67,0,35.4
"BS-05","nitromagnesite",66.5,0,35.4
"BS-05","nitromagnesite",66,0,35.4
"BS-05","nitromagnesite",65.5,0,35.4
"BS-05","nitromagnesite",65,0,35.4
"BS-05","nitromagnesite",64.5,0,35.4
"BS-05","nitromagnesite",64,0,35.4
"BS-05","nitromagnesite",63.5,0,35.4
"BS-05","nitromagnesite",63,0,35.4
"BS-05","nitromagnesite",62.5,0,35.4
"BS-05","nitromagnesite",62,0,35.4
"BS-05","nitromagnesite",61.5,0,35.4
"BS-05","nitromagnesite",61,0,35.4
"BS-05","nitromagnesite",60.5,0,35.4
"BS-05","nitromagnesite",60,0,35.4
"BS-05","nitromagnesite",59.5,0,35.4
"BS-05","nitromagnesite",59,0,35.4
"BS-05","nitromagnesite",58.5,0,35.4
"BS-05","nitromagnesite",58,0,35.4
"BS-05","nitromagnesite",57.5,0,35.4
"BS-05","nitromagnesite",57,0,35.4
"BS-05","nitromagnesite",56.5,0,35.4
"BS-05","nitromagnesite",56,0,35.4
"BS-05","nitromagnesite",55.5,0,35.4
"BS-05","nitromagnesite",55,0,35.4
"BS-05","nitromagnesite",54.5,0,35.4
"BS-05","nitromagnesite",54,0,35.4
"BS-05","nitromagnesite",53.5,0,35.4
"BS-05","nitromagnesite",53,0,35.4
"BS-05","nitromagnesite",52.5,0,35.4
"BS-05","nitromagnesite",52,0,35.4
"BS-05","nitromagnesite",51.5,0,35.4
"BS-05","nitromagnesite",51,0,35.4
"BS-05","nitromagnesite",50.5,0,35.4
"BS-05","nitromagnesite",50,1e-08,35.4
"BS-05","nitromagnesite",49.5,1e-08,35.4
"BS-05","nitromagnesite",49,2e-08,35.4
"BS-05","nitromagnesite",48.5,4e-08,35.4
"BS-05","nitromagnesite",48,7e-08,35.4
"BS-05","nitromagnesite",47.5,1.2e-07,35.4
"BS-05","nitromagnesite",47,2e-07,35.4
"BS-05","nitromagnesite",46.5,3.5e-07,35.4
"BS-05","nitromagnesite",46,6.2e-07,35.4
"BS-05","nitromagnesite",45.5,1.08e-06,35.4
"BS-05","nitromagnesite",45,1.88e-06,35.4
"BS-05","nitromagnesite",44.5,3.27e-06,35.4
"BS-05","nitromagnesite",44,5.7e-06,35.4
"BS-05","nitromagnesite",43.5,9.94e-06,35.4
"BS-05","nitromagnesite",43,1.732e-05,35.4
"BS-05","nitromagnesite",42.5,3.018e-05,35.4
"BS-05","nitromagnesite",42,5.258e-05,35.4
"BS-05","nitromagnesite",41.5,9.159e-05,35.4
"BS-05","nitromagnesite",41,0.00015951,35.4
"BS-05","nitromagnesite",40.5,0.0002776,35.4
"BS-05","nitromagnesite",40,0.00048259,35.4
"BS-05","nitromagnesite",39.5,0.00083738,35.4
"BS-05","nitromagnesite",39,0.00144829,35.4
"BS-05","nitromagnesite",38.5,0.00249096,35.4
"BS-05","nitromagnesite",38,0.00424398,35.4
"BS-05","nitromagnesite",37.5,0.00711816,35.4
"BS-05","nitromagnesite",37,0.01164175,35.4
"BS-05","nitromagnesite",36.5,0.01832253,35.4
"BS-05","nitromagnesite",36,0.02731673,35.4
"BS-05","nitromagnesite",35.5,0.03802679,35.4
"BS-05","nitromagnesite",35,0.04906374,35.4
"BS-05","nitromagnesite",34.5,0.05886662,35.4
"BS-05","nitromagnesite",34,0.06648856,35.4
"BS-05","nitromagnesite",33.5,0.07182428,35.4
"BS-05","nitromagnesite",33,0.07529097,35.4
"BS-05","nitromagnesite",32.5,0.07743538,35.4
"BS-05","nitromagnesite",32,0.0787218,35.4
"BS-05","nitromagnesite",31.5,0.07947938,35.4
"BS-05","nitromagnesite",31,0.07992066,35.4
"BS-05","nitromagnesite",30.5,0.08017606,35.4
"BS-05","nitromagnesite",30,0.08032334,35.4
"BS-05","nitromagnesite",29.5,0.08040809,35.4
"BS-05","nitromagnesite",29,0.08045679,35.4
"BS-05","nitromagnesite",28.5,0.08048476,35.4
"BS-05","nitromagnesite",28,0.08050082,35.4
"BS-05","nitromagnesite",27.5,0.08051004,35.4
"BS-05","nitromagnesite",27,0.08051533,35.4
"BS-05","nitromagnesite",26.5,0.08051836,35.4
"BS-05","nitromagnesite",26,0.0805201,35.4
"BS-05","nitromagnesite",25.5,0.0805211,35.4
"BS-05","nitromagnesite",25,0.08052167,35.4
"BS-05","nitromagnesite",24.5,0.080522,35.4
"BS-05","nitromagnesite",24,0.08052219,35.4
"BS-05","nitromagnesite",23.5,0.0805223,35.4
"BS-05","nitromagnesite",23,0.08052236,35.4
"BS-05","nitromagnesite",22.5,0.0805224,35.4
"BS-05","nitromagnesite",22,0.08052242,35.4
"BS-05","nitromagnesite",21.5,0.08052243,35.4
"BS-05","nitromagnesite",21,0.08052244,35.4
"BS-05","nitromagnesite",20.5,0.08052244,35.4
"BS-05","nitromagnesite",20,0.08052244,35.4
"BS-05","nitromagnesite",19.5,0.08052244,35.4
"BS-05","nitromagnesite",19,0.08052244,35.4
"BS-05","nitromagnesite",18.5,0.08052244,35.4
"BS-05","nitromagnesite",18,0.08052244,35.4
"BS-05","nitromagnesite",17.5,0.08052244,35.4
"BS-05","nitromagnesite",17,0.08052244,35.4
"BS-05","nitromagnesite",16.5,0.08052244,35.4
"BS-05","nitromagnesite",16,0.08052244,35.4
"BS-05","nitromagnesite",15.5,0.08052244,35.4
"BS-05","nitromagnesite",15,0.08052244,35.4
"BS-05","water",98,49.5548984,35.4
"BS-05","water",97.5,39.43873313,35.4
"BS-05","water",97,32.6928513,35.4
"BS-05","water",96.5,27.87173541,35.4
"BS-05","water",96,24.25192092,35.4
"BS-05","water",95.5,21.43040804,35.4
"BS-05","water",95,19.16375335,35.4
"BS-05","water",94.5,17.29453905,35.4
"BS-05","water",94,15.71409217,35.4
"BS-05","water",93.5,14.34185403,35.4
"BS-05","water",93,13.11334256,35.4
"BS-05","water",92.5,11.97390516,35.4
"BS-05","water",92,10.87866986,35.4
"BS-05","water",91.5,9.80042716,35.4
"BS-05","water",91,8.74308227,35.4
"BS-05","water",90.5,7.74700396,35.4
"BS-05","water",90,6.86937505,35.4
"BS-05","water",89.5,6.14825451,35.4
"BS-05","water",89,5.58372665,35.4
"BS-05","water",88.5,5.14829968,35.4
"BS-05","water",88,4.80712711,35.4
"BS-05","water",87.5,4.5305894,35.4
"BS-05","water",87,4.29757598,35.4
"BS-05","water",86.5,4.0941921,35.4
"BS-05","water",86,3.91144578,35.4
"BS-05","water",85.5,3.74330982,35.4
"BS-05","water",85,3.58545093,35.4
"BS-05","water",84.5,3.43462368,35.4
"BS-05","water",84,3.28872314,35.4
"BS-05","water",83.5,3.14733107,35.4
"BS-05","water",83,3.01203894,35.4
"BS-05","water",82.5,2.88557454,35.4
"BS-05","water",82,2.76997276,35.4
"BS-05","water",81.5,2.66544104,35.4
"BS-05","water",81,2.57070929,35.4
"BS-05","water",80.5,2.48400147,35.4
"BS-05","water",80,2.40370887,35.4
"BS-05","water",79.5,2.32860896,35.4
"BS-05","water",79,2.25783706,35.4
"BS-05","water",78.5,2.19078961,35.4
"BS-05","water",78,2.12703549,35.4
"BS-05","water",77.5,2.06625332,35.4
"BS-05","water",77,2.00819146,35.4
"BS-05","water",76.5,1.95264362,35.4
"BS-05","water",76,1.89943423,35.4
"BS-05","water",75.5,1.84840957,35.4
"BS-05","water",75,1.79943236,35.4
"BS-05","water",74.5,1.75237809,35.4
"BS-05","water",74,1.70713263,35.4
"BS-05","water",73.5,1.66359017,35.4
