"doy","T","RH","LM","PI","EMC","strategy"
344,19.727,66.975,0.724,32.698,12.511,"C"
345,19.595,65.324,0.76,34.021,12.161,"C"
346,19.822,64.912,0.742,33.262,12.052,"C"
347,19.965,62.923,0.766,34.003,11.613,"C"
348,19.73,65.052,0.749,33.569,12.055,"C"
349,19.635,64.824,0.759,33.995,12.015,"C"
350,20.058,64.652,0.722,32.463,11.966,"C"
351,19.889,63.994,0.745,33.361,11.843,"C"
352,20.599,62.96,0.69,31.027,11.581,"C"
353,20.374,64.308,0.694,31.293,11.885,"C"
354,19.901,65.149,0.733,32.928,12.074,"C"
355,19.649,66.889,0.728,32.911,12.454,"C"
356,19.575,67.155,0.737,33.252,12.572,"C"
357,19.848,65.534,0.734,32.972,12.173,"C"
358,19.89,64.811,0.732,32.901,12.001,"C"
359,20.615,64.736,0.666,30.172,11.982,"C"
360,20.37,64.965,0.686,31.013,12.03,"C"
361,19.925,64.624,0.73,32.815,11.954,"C"
362,20.033,65.057,0.722,32.45,12.072,"C"
363,19.967,64.412,0.73,32.786,11.915,"C"
364,19.817,65.539,0.727,32.766,12.167,"C"
365,20.171,67.341,0.671,30.622,12.57,"C"
1,16.592,65.568,1.163,50.179,12.317,"D"
2,16.562,66.144,1.255,53.448,12.401,"D"
3,19.124,61.739,0.888,38.804,11.503,"D"
4,19.474,62.467,0.881,38.635,11.637,"D"
5,19.06,68.266,0.779,35.131,12.887,"D"
6,18.917,60.428,0.992,42.769,11.322,"D"
7,16.633,66.174,1.184,50.984,12.555,"D"
8,15.801,68.204,1.258,54.196,13.062,"D"
9,15.417,63.463,1.497,62.572,12.115,"D"
10,13.869,65.904,1.877,77.027,12.508,"D"
11,16.048,65.208,1.332,56.355,12.401,"D"
12,13.986,69.167,1.755,73.186,13.525,"D"
13,20.627,65.968,0.659,30.098,12.356,"D"
14,20.084,65.681,0.712,32.208,12.333,"D"
15,15.204,65.885,1.43,60.518,12.475,"D"
16,15.27,69.875,1.35,57.982,13.423,"D"
17,17.624,67.145,1.037,45.294,12.719,"D"
18,17.083,63.984,1.145,49.186,12.009,"D"
19,20.232,63.248,0.751,33.583,11.81,"D"
20,16.883,68.232,1.062,46.462,13.028,"D"
21,16.132,63.264,1.336,56.528,12.131,"D"
22,18.161,64.93,0.959,41.947,12.223,"D"
23,16.109,61.859,1.373,57.67,11.71,"D"
24,15.114,65.128,1.477,62.219,12.381,"D"
25,19.348,68.36,0.846,37.608,12.851,"D"
26,17.383,67.442,1.012,44.435,12.87,"D"
27,17.41,64.725,1.064,46.114,12.336,"D"
28,17.805,61.56,1.121,47.929,11.52,"D"
29,19.333,73.983,0.679,31.406,14.708,"D"
30,19.541,72.311,0.693,31.964,14.111,"D"
31,21.808,64.172,0.587,26.95,12.036,"D"
32,19.543,63.72,0.798,35.504,11.982,"D"
33,16.578,67.689,1.142,49.628,13.095,"D"
34,15.481,67.638,1.323,56.602,12.842,"D"
35,19.283,68.569,0.801,36.066,13.056,"D"
36,17.052,66.441,1.097,47.472,12.714,"D"
37,18.816,67.641,0.876,39.06,12.954,"D"
38,21.132,64.305,0.644,29.333,12.04,"D"
39,20.791,71.473,0.599,27.906,13.64,"D"
40,16.905,64.96,1.152,49.568,12.462,"D"
41,19.87,59.873,0.89,38.709,11.185,"D"
42,19.996,65.644,0.733,33.085,12.321,"D"
43,19.741,68.823,0.744,33.829,13.235,"D"
44,19.338,61.23,0.878,38.389,11.391,"D"
45,20.051,63.056,0.786,34.915,11.777,"D"
46,20.067,65.443,0.715,32.32,12.134,"D"
47,18.412,67.875,0.903,40.102,12.869,"D"
48,19.399,65.481,0.792,35.369,12.285,"D"
49,17.544,69.522,0.982,43.373,13.418,"D"
50,14.47,60.415,1.815,73.903,11.579,"D"
51,19.821,71.007,0.678,31.118,13.501,"D"
52,19.163,72.985,0.715,32.927,14.287,"D"
53,17.686,66.321,1.029,44.98,12.73,"D"
54,17.158,65.467,1.195,51.27,12.376,"D"
55,19.156,71.703,0.74,33.828,13.762,"D"
56,19.417,68.688,0.746,33.807,13.051,"D"
57,17.836,68.311,0.926,41.147,12.958,"D"
58,18.148,69.547,0.871,39.032,13.427,"D"
59,20.253,64.344,0.751,33.526,12.116,"D"
60,18.71,60.526,0.947,41.074,11.249,"D"
61,18.219,68.899,0.893,39.812,13.048,"D"
62,18.702,66.448,0.907,40.216,12.774,"D"
63,20.994,69.39,0.599,27.82,13.074,"D"
64,19.621,66.271,0.757,33.975,12.502,"D"
65,20.502,60.258,0.792,34.88,11.161,"D"
66,20.05,69.128,0.678,31.035,13.088,"D"
67,23.47,69.659,0.442,21.056,13.016,"D"
68,21.833,73.366,0.497,23.628,14.331,"D"
69,18.934,64.944,0.905,39.952,12.325,"D"
70,19.226,68.412,0.753,34.125,12.912,"D"
71,18.928,69.386,0.79,35.726,13.242,"D"
72,23.81,69.008,0.446,21.187,12.997,"D"
73,20.628,70.356,0.622,28.819,13.478,"D"
74,20.91,70.919,0.595,27.768,13.711,"D"
75,22.468,68.618,0.511,24.033,12.929,"D"
76,20.649,72.434,0.596,27.847,14.069,"D"
77,21.258,73.506,0.528,25.062,14.237,"D"
78,21.957,68.403,0.532,24.94,12.982,"D"
79,23.423,66.392,0.481,22.532,12.262,"D"
80,23.03,65.421,0.495,23.16,12.11,"D"
81,20.381,65.839,0.688,31.227,12.325,"D"
82,24.234,69.45,0.371,18.059,13.064,"D"
83,22.43,71.51,0.468,22.307,13.58,"D"
84,15.661,68.322,1.257,54.163,13.035,"D"
85,16.87,72.792,1.039,46.024,14.213,"D"
86,19.717,70.788,0.69,31.745,13.7,"D"
87,21.996,64.572,0.559,25.818,11.922,"D"
88,21.732,71.18,0.523,24.689,13.505,"D"
89,24.384,70.874,0.388,18.819,13.54,"D"
90,26.134,74.54,0.277,14.045,14.446,"D"
91,23.404,68.038,0.429,20.493,12.812,"D"
92,23.638,73.612,0.381,18.656,14.153,"D"
93,21.67,71.376,0.511,24.191,13.891,"D"
94,19.204,67.989,0.778,35.046,13.343,"D"
95,21.404,72.016,0.548,25.763,13.802,"D"
96,22.2,72.88,0.475,22.738,14.065,"D"
97,20.243,79.993,0.542,26.062,16.596,"D"
98,22.13,71.072,0.504,23.854,13.786,"D"
99,24.824,73.991,0.325,16.174,14.682,"D"
100,21.363,74.917,0.53,25.159,14.484,"D"
101,24.456,71.66,0.349,17.188,13.782,"D"
102,23.933,70.64,0.383,18.597,13.42,"D"
103,22.22,76.098,0.462,22.286,14.769,"D"
104,22.999,70.561,0.435,20.901,13.477,"D"
105,23.32,72.879,0.406,19.704,14.016,"D"
106,21.463,72.4,0.546,25.781,14.196,"D"
107,23.389,71.174,0.422,20.367,13.571,"D"
108,26.047,75.502,0.291,14.671,14.656,"D"
109,21.265,72.672,0.53,25.074,14.062,"D"
110,23.316,74.179,0.413,20.06,14.555,"D"
111,24.896,77.004,0.314,15.753,15.513,"D"
112,20.955,81.239,0.518,25.004,16.938,"D"
113,23.93,81.057,0.333,16.752,16.608,"D"
114,22.086,74.777,0.458,22.112,14.962,"D"
115,23.285,73.45,0.398,19.453,14.213,"D"
116,26.727,75.633,0.251,12.849,14.625,"D"
117,25.847,75.063,0.271,13.74,14.84,"D"
118,26.806,77.085,0.233,12.068,15.049,"D"
119,24.975,77.517,0.299,15.142,15.629,"D"
120,26.933,72.299,0.256,12.999,13.697,"D"
121,21.747,71.525,0.52,24.606,13.765,"D"
122,25.584,74.52,0.305,15.242,14.25,"D"
123,24.86,77.193,0.311,15.643,15.148,"D"
124,28.773,77.922,0.174,9.301,15.359,"D"
125,28.123,75.951,0.198,10.393,14.813,"D"
126,25.71,78.08,0.261,13.4,15.315,"D"
127,23.274,80.48,0.358,17.949,16.572,"D"
128,23.55,80.747,0.366,18.257,16.652,"D"
129,25.787,74.517,0.276,13.982,14.844,"D"
130,25.703,76.834,0.276,13.985,15.358,"D"
131,27.701,80.679,0.194,10.283,16.918,"D"
132,26.471,81.359,0.225,11.839,16.745,"D"
133,26.813,81.936,0.215,11.369,16.901,"D"
134,27.343,78.71,0.211,11.08,15.744,"D"
135,23.653,80.753,0.334,16.832,17.174,"D"
136,26.83,81.312,0.224,11.757,17.36,"D"
137,24.74,75.727,0.31,15.573,14.864,"D"
138,24.755,77.166,0.317,15.905,15.361,"D"
139,26.728,80.86,0.241,12.476,16.329,"D"
140,31.349,81.189,0.12,6.717,16.5,"D"
141,24.773,77.378,0.306,15.433,15.386,"D"
142,22.933,77.359,0.392,19.289,15.365,"D"
143,24.835,72.529,0.327,16.201,13.811,"D"
144,27.919,79.612,0.203,10.69,16.107,"D"
145,26.034,77.76,0.254,13.066,15.525,"D"
146,26.442,75.421,0.247,12.673,14.47,"D"
147,26.961,74.824,0.242,12.417,14.513,"D"
148,28.035,77.492,0.198,10.396,15.187,"D"
149,26.379,79.959,0.24,12.457,15.98,"D"
150,26.809,81.352,0.237,12.309,16.552,"D"
151,31.036,86.02,0.127,7.087,18.827,"D"
152,28.203,83.252,0.173,9.346,18.077,"D"
153,29.214,76.754,0.169,9.003,14.825,"D"
154,29.809,80.577,0.15,8.151,16.206,"D"
155,26.36,86.159,0.218,11.602,19.185,"D"
156,26.716,82.8,0.233,12.189,17.5,"D"
157,30.263,81.329,0.142,7.792,16.627,"D"
158,31.31,78.942,0.125,6.918,15.522,"D"
159,28.851,84.234,0.16,8.739,18.227,"D"
160,25.465,77.66,0.274,14.022,15.324,"D"
161,29.7,79.718,0.166,8.887,16.031,"D"
162,29.112,76.98,0.171,9.122,15,"D"
163,26.612,78.478,0.232,12.052,15.843,"D"
164,29.668,78.822,0.159,8.566,15.597,"D"
165,29.273,79.906,0.163,8.787,15.882,"D"
166,30.63,79.76,0.138,7.592,16.059,"D"
167,28.417,84.717,0.165,8.994,18.056,"D"
168,27.47,75.588,0.229,11.875,15.45,"D"
169,29.205,75.031,0.179,9.493,14.312,"D"
170,27.718,79.313,0.199,10.507,15.843,"D"
171,24.843,81.767,0.297,15.155,17.469,"D"
172,27.493,80.846,0.202,10.716,16.836,"D"
173,28.61,86.75,0.156,8.554,18.774,"D"
174,27.665,81.041,0.198,10.526,17.166,"D"
175,26.427,87.831,0.219,11.629,19.65,"D"
176,27.475,87.932,0.181,9.804,19.901,"D"
177,26.805,80.983,0.217,11.41,16.782,"D"
178,27.009,89.474,0.188,10.19,20.323,"D"
179,28.613,82.572,0.167,9.059,17.191,"D"
180,28.414,82.977,0.171,9.25,17.761,"D"
181,29.51,79.185,0.16,8.649,15.825,"D"
182,29.056,76.077,0.175,9.322,14.726,"D"
183,28.594,81.733,0.179,9.59,16.644,"D"
184,29.44,87.681,0.143,7.896,19.521,"D"
185,26.21,82.055,0.238,12.401,17.382,"D"
186,28.247,79.502,0.203,10.673,15.934,"D"
187,28.795,82.284,0.165,8.933,17.182,"D"
188,29.794,83.523,0.142,7.831,17.96,"D"
189,28.713,90.204,0.146,8.131,20.784,"D"
190,29.371,81.922,0.155,8.459,17.245,"D"
191,32.713,83.245,0.101,5.725,16.802,"D"
192,29.977,78.652,0.154,8.251,16.457,"D"
193,30.05,82.651,0.141,7.759,16.897,"D"
194,30.197,82.922,0.136,7.504,16.999,"D"
195,31.737,79.42,0.117,6.517,16.207,"D"
196,28.713,80.807,0.169,9.088,16.908,"D"
197,31.834,75.902,0.124,6.807,14.858,"D"
198,31.444,82.797,0.114,6.397,17.236,"D"
199,26.637,88.494,0.196,10.551,19.982,"D"
200,28.173,83.394,0.183,9.829,17.34,"D"
201,26.33,78.997,0.246,12.716,15.869,"D"
202,26.95,80.062,0.214,11.246,16.813,"D"
203,27.471,80.359,0.197,10.478,16.165,"D"
204,30.363,83.245,0.144,7.893,17.434,"D"
205,29.851,77.528,0.155,8.384,15.664,"D"
206,29.266,75.57,0.169,9.016,14.467,"D"
207,30.021,80.706,0.148,8.09,16.124,"D"
208,28.78,80.777,0.168,9.073,16.551,"D"
209,31.736,83.493,0.124,6.872,17.409,"D"
210,27.627,75.854,0.216,11.232,14.745,"D"
211,27.705,78.676,0.209,10.962,15.685,"D"
212,27.996,78.635,0.191,10.079,15.847,"D"
213,28.605,83.031,0.175,9.408,17.388,"D"
214,33.814,82.932,0.088,5.051,17.146,"D"
215,29.876,79.24,0.149,8.075,15.959,"D"
216,28.896,79.72,0.167,8.989,16.356,"D"
217,28.738,77.531,0.18,9.518,15.43,"D"
218,28.431,77.431,0.191,10.066,15,"D"
219,28.561,76.406,0.198,10.401,14.797,"D"
220,28.695,77.375,0.178,9.492,15.112,"D"
221,27.186,82.34,0.206,10.911,17.011,"D"
222,30.326,83.185,0.137,7.573,17.095,"D"
223,30.158,79.746,0.141,7.707,16.262,"D"
224,31.27,76.312,0.132,7.232,14.69,"D"
225,29.801,76.572,0.162,8.702,14.862,"D"
226,26.894,82.216,0.213,11.236,16.857,"D"
227,27.627,81.183,0.195,10.34,17.107,"D"
228,25.07,88.103,0.248,13.101,20.1,"D"
229,27.881,81.936,0.198,10.54,17.458,"D"
230,27.152,72.322,0.242,12.374,13.823,"D"
231,25.796,75.182,0.27,13.721,14.544,"D"
232,27.124,78.041,0.232,12.023,15.4,"D"
233,28.924,79.125,0.168,9.04,15.755,"D"
234,27.485,85.653,0.186,10.024,18.901,"D"
235,30.028,84.23,0.138,7.639,18.042,"D"
236,30.456,76.552,0.146,7.917,15.063,"D"
237,25.301,81.819,0.271,13.954,16.984,"D"
238,27.368,78.897,0.212,11.112,15.81,"D"
239,27.158,84.125,0.208,11.036,17.709,"D"
240,25.846,77.518,0.265,13.521,16.331,"D"
241,26.563,77.682,0.236,12.232,15.194,"D"
242,29.013,80.065,0.167,8.992,16.374,"D"
243,26.737,77.086,0.238,12.278,15.453,"D"
244,28.084,73.665,0.219,11.253,13.914,"D"
245,27.727,77.482,0.204,10.71,15.89,"D"
246,26.47,75.978,0.243,12.493,14.864,"D"
247,25.931,69.369,0.302,14.99,13.035,"D"
248,27.062,79.937,0.239,12.387,16.349,"D"
249,28.198,74.019,0.204,10.646,14.338,"D"
250,25.936,74.272,0.285,14.337,14.642,"D"
251,23.822,80.197,0.34,17.067,16.521,"D"
252,26.029,75.626,0.262,13.39,14.535,"D"
253,24.935,77.002,0.304,15.319,15.366,"D"
254,27.079,67.632,0.276,13.713,12.421,"D"
255,27.522,80.741,0.202,10.68,16.272,"D"
256,29.85,81.364,0.152,8.279,16.889,"D"
257,27.513,82.671,0.2,10.632,17.291,"D"
258,29.578,80.493,0.157,8.496,16.223,"D"
259,26.617,78.533,0.233,12.121,16.23,"D"
260,25.788,77.959,0.279,14.177,15.248,"D"
261,27.431,76.377,0.229,11.855,15.308,"D"
262,26.897,77.553,0.229,11.9,15.584,"D"
263,26.965,78.595,0.239,12.358,15.472,"D"
264,26.119,80.448,0.241,12.531,16.375,"D"
265,27.575,77.195,0.212,11.089,15.436,"D"
266,28.591,74.663,0.191,10.016,14.399,"D"
267,24.948,72.633,0.323,16.046,14.038,"D"
268,25.774,77.741,0.296,14.927,15.405,"D"
269,29.38,78.534,0.163,8.795,15.443,"D"
270,27.812,78.331,0.205,10.803,15.816,"D"
271,27.206,71.574,0.241,12.29,13.385,"D"
272,23.819,77.095,0.349,17.355,15.299,"D"
273,22.703,70.112,0.474,22.528,13.194,"D"
274,24.308,73.394,0.363,17.814,14.001,"D"
275,26.034,67.745,0.316,15.52,12.549,"D"
276,22.491,76.82,0.416,20.346,15.003,"D"
277,19.731,77.764,0.597,28.281,15.694,"D"
278,23.929,76.4,0.371,18.315,15.121,"D"
279,26.276,75.369,0.257,13.155,14.788,"D"
280,25.27,67.867,0.345,16.782,12.579,"D"
281,21.414,70.975,0.556,26.114,13.711,"D"
282,23.252,72.531,0.403,19.588,14.05,"D"
283,21.884,66.405,0.555,25.751,12.466,"D"
284,25.744,71.603,0.307,15.295,13.882,"D"
285,24.974,74.735,0.321,16.016,14.366,"D"
286,23.498,66.219,0.452,21.288,12.297,"D"
287,24.924,68.327,0.366,17.775,12.856,"D"
288,24.742,74.417,0.318,15.886,14.182,"D"
289,23.242,74.686,0.416,20.231,14.93,"D"
290,22.617,68.532,0.484,22.705,13.124,"D"
291,21.538,73.475,0.557,26.144,14.104,"D"
292,22.717,72.943,0.434,20.983,14.291,"D"
293,24.298,74.727,0.341,16.948,14.458,"D"
294,24.908,70.725,0.346,16.999,13.431,"D"
295,24.005,77.69,0.338,16.881,15.313,"D"
296,21.25,73.838,0.522,24.806,14.466,"D"
297,21.741,64.464,0.577,26.578,11.967,"D"
298,22.347,66.38,0.548,25.444,12.377,"D"
299,21.988,65.557,0.559,25.671,12.372,"D"
300,21.25,67.667,0.585,27.117,12.712,"D"
301,22.5,67.447,0.532,24.674,12.484,"D"
302,25.388,67.698,0.336,16.387,12.677,"D"
303,23.598,74.165,0.388,18.963,14.4,"D"
304,24.862,70.56,0.351,17.246,13.368,"D"
305,24.732,69.599,0.366,17.76,13.185,"D"
306,21.929,68.665,0.54,25.305,12.961,"D"
307,24.838,73.322,0.336,16.645,13.927,"D"
308,22.829,74.299,0.416,20.254,14.514,"D"
309,20.628,72.847,0.583,27.382,14.348,"D"
310,21.805,73.622,0.484,23.167,14.353,"D"
311,25.659,74.199,0.29,14.596,14.542,"D"
312,20.809,68.286,0.617,28.453,13.105,"D"
313,19.409,62.315,0.832,36.729,11.635,"D"
314,19.79,69.252,0.715,32.573,13.057,"D"
315,21.781,70.508,0.514,24.226,13.737,"D"
316,19.998,70.837,0.667,30.693,13.537,"D"
317,20.551,69.952,0.636,29.403,13.389,"D"
318,21.066,63.821,0.654,29.662,12.078,"D"
319,21.414,68.638,0.588,27.238,12.999,"D"
320,22.402,68.396,0.486,22.928,12.953,"D"
321,20.582,75.497,0.559,26.512,14.798,"D"
322,19.919,69.24,0.742,33.671,13.286,"D"
323,23.483,65.172,0.469,22.041,12.093,"D"
324,19.777,69.48,0.686,31.468,13.168,"D"
325,22.971,67.146,0.545,25.333,12.793,"D"
326,23.827,63.285,0.456,21.318,11.729,"D"
327,22.18,67.575,0.514,24.067,12.786,"D"
328,19.421,66.609,0.778,34.944,12.821,"D"
329,17.702,68.932,0.951,42.143,13.179,"D"
330,21.13,73.651,0.554,26.17,14.225,"D"
331,19.972,70.671,0.69,31.63,13.527,"D"
332,20.657,72.624,0.581,27.278,14.134,"D"
333,20.45,68.812,0.637,29.346,13.201,"D"
334,18.273,66.845,0.906,40.152,12.59,"D"
335,16.696,69.806,1.11,48.454,13.277,"D"
336,18.02,70.626,0.882,39.579,13.67,"D"
337,20.035,66.804,0.753,33.936,12.729,"D"
338,16.981,64.527,1.156,49.419,12.311,"D"
339,17.318,61.987,1.17,49.903,11.562,"D"
340,17.216,56.361,1.442,58.747,10.455,"D"
341,19.25,69.871,0.749,33.924,13.457,"D"
342,20.462,69.167,0.675,30.873,13.148,"D"
343,20.491,68.666,0.672,30.765,12.985,"D"
344,18.091,71.444,0.851,38.395,13.817,"D"
345,17.565,67.059,1.03,45.084,12.664,"D"
346,18.422,66.008,0.941,41.475,12.52,"D"
347,18.94,61.174,0.96,41.508,11.413,"D"
348,17.889,66.587,1.042,45.361,12.546,"D"
349,17.518,65.623,1.055,45.926,12.429,"D"
350,19.161,65.158,0.821,36.564,12.21,"D"
351,18.382,63.888,0.97,42.302,11.912,"D"
352,21.234,60.997,0.696,31.211,11.43,"D"
353,20.29,64.184,0.717,32.315,11.97,"D"
354,18.356,66.157,0.895,39.563,12.477,"D"
355,17.307,70.29,1.011,44.767,13.672,"D"
356,16.971,70.888,1.031,45.547,13.811,"D"
357,18.023,66.958,0.936,41.316,13.034,"D"
358,18.156,65.186,0.957,42.008,12.292,"D"
359,21.022,64.972,0.654,29.805,12.206,"D"
360,20.007,65.489,0.716,32.316,12.304,"D"
361,18.197,64.641,0.976,42.606,12.191,"D"
362,18.6,65.654,0.878,38.89,12.358,"D"
363,18.305,64.081,0.97,42.367,11.964,"D"
364,17.622,67.121,1.01,44.226,12.633,"D"
365,19.07,71.065,0.772,34.999,13.485,"D"
